,foodcourt,restaurant,restaurantmenuitem,Accuracy_lr
1673,620dcb88ed29b942e676bb01,61de93fe9be11222aa790810,65644d7aa1cdf9001b15d6bd,0.44285714285714284
1680,620dcb88ed29b942e676bb01,61de93fe9be11222aa790810,65644d7aa1cdf9001b15d6e3,0.6160714285714286
1687,620dcb88ed29b942e676bb01,61de93fe9be11222aa790810,65644d7ba1cdf9001b15d702,0.2857142857142857
1694,620dcb88ed29b942e676bb01,64e5eed9e23e9d001b543a0a,6564546413fbf0001b9c843e,0.08571428571428563
1701,620dcb88ed29b942e676bb01,64e5eed9e23e9d001b543a0a,6564546413fbf0001b9c8440,0.5571428571428572
1708,620dcb88ed29b942e676bb01,64e5eed9e23e9d001b543a0a,6564546413fbf0001b9c8442,0.4448979591836735
1715,62122c7a86769559bcb3861c,62135a351be0863ab89a67c5,6451f4a5903ab40017049d9d,0.8333333333333334
1722,62122c7a86769559bcb3861c,62135a351be0863ab89a67c5,6451f4a5903ab40017049da7,0.5357142857142857
1729,62122c7a86769559bcb3861c,621cb1f35e7a600ba611587c,644e7c047b196c00173b7bbc,0.5714285714285714
1736,62122c7a86769559bcb3861c,621cb1f35e7a600ba611587c,644e7c047b196c00173b7bbe,0.8325774754346182
1743,62122c7a86769559bcb3861c,621cb1f35e7a600ba611587c,644e7c047b196c00173b7bc2,0.41526033490319214
1750,62122c7a86769559bcb3861c,621cb1f35e7a600ba611587c,644e7c047b196c00173b7bc6,0.5789770869862403
1757,62122c7a86769559bcb3861c,621cb1f35e7a600ba611587c,644e7c057b196c00173b7bcc,0.4285714285714286
1764,62122c7a86769559bcb3861c,621cb1f35e7a600ba611587c,644e7c057b196c00173b7bce,0.5863945578231293
1771,62122c7a86769559bcb3861c,63c64c1d4ebc2200177071bf,63c64ee632e68a001bf81d1f,1.0
1778,62122f42e9692355fc21cd37,621cb324b268b427f9e01cd7,6450d7895d92cb001b577f91,0.6326530612244898
1785,62122f42e9692355fc21cd37,621cb324b268b427f9e01cd7,6450d7895d92cb001b577f92,0.5852272727272727
1792,62122f42e9692355fc21cd37,621cb324b268b427f9e01cd7,6450d7895d92cb001b577fa3,0.6272108843537416
1799,621243047b7da3595490b804,6218a79d7fc9d120059d1fee,64ec3d9515331c0018576130,0.37801400051853773
1806,621243047b7da3595490b804,6218a79d7fc9d120059d1fee,64ec3d9515331c0018576133,0.2914285714285715
1813,621243047b7da3595490b804,6218a79d7fc9d120059d1fee,64ec3d9515331c0018576149,0.7142857142857143
1820,621243047b7da3595490b804,6218a79d7fc9d120059d1fee,64ec3d9515331c0018576150,0.5714285714285714
1827,621243047b7da3595490b804,6218a79d7fc9d120059d1fee,64ec3d9515331c0018576160,0.5714285714285714
1834,621243047b7da3595490b804,6218a79d7fc9d120059d1fee,64ec3d9515331c0018576167,0.2857142857142857
1841,621243047b7da3595490b804,6218a79d7fc9d120059d1fee,64ec3d9515331c001857616a,0.32539682539682535
1848,621243047b7da3595490b804,6218a79d7fc9d120059d1fee,653650ca49e84f001b97d04f,0.4201680672268908
1855,621243047b7da3595490b804,6218a79d7fc9d120059d1fee,6551ddb95306ac00179f6300,0.5247305885603758
1862,621243047b7da3595490b804,6218a79d7fc9d120059d1fee,6551ddb95306ac00179f6301,0.7142857142857143
1869,621243047b7da3595490b804,6218a79d7fc9d120059d1fee,6551ddb95306ac00179f6302,0.2857142857142857
1876,621243047b7da3595490b804,6218a79d7fc9d120059d1fee,6551ddb95306ac00179f6304,0.448278367903843
1883,621243047b7da3595490b804,6218a79d7fc9d120059d1fee,6551ddb95306ac00179f6306,1.0
1890,621243047b7da3595490b804,6218a79d7fc9d120059d1fee,6551ddb95306ac00179f6307,0.4285714285714286
1897,621243047b7da3595490b804,6218a79d7fc9d120059d1fee,6551ddb95306ac00179f630b,0.3571428571428571
1904,621243047b7da3595490b804,6218a79d7fc9d120059d1fee,6551ddb95306ac00179f6315,0.8571428571428572
1911,621243047b7da3595490b804,6218a79d7fc9d120059d1fee,655da001700de30017e14c29,1.0
1918,621243047b7da3595490b804,621cc6fdc599d2546bf3cad6,644e5ab95d92cb001b5777d9,0.5032751690547124
1925,621243047b7da3595490b804,621cc6fdc599d2546bf3cad6,644e5ab95d92cb001b5777dd,0.34285714285714286
1932,621243047b7da3595490b804,621cc6fdc599d2546bf3cad6,644e5ab95d92cb001b5777e7,0.6478998833678637
1939,621243047b7da3595490b804,63c64c1d4ebc2200177071bf,65bb489bac99d00017770c12,1.0
1946,621243047b7da3595490b804,647edb7b42050e001bbab8ab,6577e41ed41b77001b59548e,1.0
1953,621243047b7da3595490b804,647edb7b42050e001bbab8ab,6577e4b2a788f1001baf4036,1.0
1960,623bf69ebdd3ec48219813cf,623ef716194e3e322db839f6,64157a57780ed20017ce666c,0.5722135575281779
1967,623bf69ebdd3ec48219813cf,623ef716194e3e322db839f6,64157a57780ed20017ce6675,0.5178571428571428
1974,623bf69ebdd3ec48219813cf,623ef716194e3e322db839f6,64157a58780ed20017ce667b,0.4285714285714286
1981,623bf69ebdd3ec48219813cf,623ef716194e3e322db839f6,64157a58780ed20017ce667d,0.5714285714285714
1988,623bf69ebdd3ec48219813cf,623ef716194e3e322db839f6,64157a58780ed20017ce6681,0.2857142857142857
1995,623bf69ebdd3ec48219813cf,623ef716194e3e322db839f6,64157a58780ed20017ce6692,0.7456828885400314
2002,6243fa5e51ed612e6ac62c7d,624ae0846801282472b2f9a3,643d2ac07d16f40017a20b05,0.2857142857142857
2009,6243fa5e51ed612e6ac62c7d,624ae0846801282472b2f9a3,643d2ac17d16f40017a20b34,0.3388704318936877
2016,6243fa5e51ed612e6ac62c7d,624ae0846801282472b2f9a3,643d2ac17d16f40017a20b46,0.4285714285714286
2023,6243fa5e51ed612e6ac62c7d,624ae0846801282472b2f9a3,643d2ac27d16f40017a20b93,1.0
2030,6243fa5e51ed612e6ac62c7d,624ae0846801282472b2f9a3,643d2ac27d16f40017a20c20,0.9285714285714286
2037,6243fa5e51ed612e6ac62c7d,624ae0846801282472b2f9a3,643d2ac27d16f40017a20c21,0.5714285714285714
2044,6243fa5e51ed612e6ac62c7d,624ae0846801282472b2f9a3,643d2ac27d16f40017a20c2f,0.5393548374661612
2051,6243fa5e51ed612e6ac62c7d,624ae0846801282472b2f9a3,643d2ac27d16f40017a20c36,1.0
2058,6243fa5e51ed612e6ac62c7d,624ae0846801282472b2f9a3,643d2ac27d16f40017a20c4e,0.5742857142857143
2065,6243fa5e51ed612e6ac62c7d,624ae0846801282472b2f9a3,64d32f68fa462b001bb56931,1.0
2072,6243fa5e51ed612e6ac62c7d,624ae0846801282472b2f9a3,65b0ad29e341a6001c313a92,0.8571428571428572
2079,6243fa5e51ed612e6ac62c7d,624ae0846801282472b2f9a3,65b0ad4be341a6001c313a97,1.0
2086,6244862d067f3538a2b7c517,65683b172a1ed1001bcdbadc,65719187df6df0001bf78f41,0.5785714285714285
2093,6246e03e6338a51f8165a7d6,6246e2c60ea3dc67f9d9bd0e,64f5bbc35994d9001bfd2b4d,0.791156462585034
2100,6246e03e6338a51f8165a7d6,6246e2c60ea3dc67f9d9bd0e,64f5bbc35994d9001bfd2b51,0.5912878787878788
2107,6246e03e6338a51f8165a7d6,6246e2c60ea3dc67f9d9bd0e,64f5bbc35994d9001bfd2b57,0.4285714285714286
2114,6246e03e6338a51f8165a7d6,6246e2c60ea3dc67f9d9bd0e,64f5bbc35994d9001bfd2b58,0.4285714285714286
2121,6246e03e6338a51f8165a7d6,6246e2c60ea3dc67f9d9bd0e,652d44d3e6bb3d001b821f83,0.5595238095238095
2128,62720dcd1410b643ccc5eaf0,630c2f4b1d03704a4b9d5774,642bac0bbbeeaf00171a217d,0.5804511278195489
2135,62720dcd1410b643ccc5eaf0,630c2f4b1d03704a4b9d5774,642bac0bbbeeaf00171a2188,0.2857142857142857
2142,62720dcd1410b643ccc5eaf0,630c2f4b1d03704a4b9d5774,642bac0bbbeeaf00171a2189,1.0
2149,62720dcd1410b643ccc5eaf0,630c2f4b1d03704a4b9d5774,64803030877a33001890ed1b,0.3292748917748918
2156,62720dcd1410b643ccc5eaf0,63c64c1d4ebc2200177071bf,657148795af550001b4fc6d0,1.0
2163,62720dcd1410b643ccc5eaf0,63db74c3753e39001baea166,642cf6f5c7e4e7001be71673,0.3979591836734694
2170,62720dcd1410b643ccc5eaf0,63db74c3753e39001baea166,642cf6f5c7e4e7001be71677,0.7221764346764347
2177,62720dcd1410b643ccc5eaf0,63db74c3753e39001baea166,642cf6f5c7e4e7001be71685,0.46860198624904503
2184,62720dcd1410b643ccc5eaf0,63db74c3753e39001baea166,642cf6f5c7e4e7001be71687,0.32380952380952377
2191,62720dcd1410b643ccc5eaf0,63db74c3753e39001baea166,642cf6f6c7e4e7001be716ad,0.5048701298701299
2198,62720dcd1410b643ccc5eaf0,63db74c3753e39001baea166,642cf6f6c7e4e7001be716b6,1.0
2205,62720dcd1410b643ccc5eaf0,63db74c3753e39001baea166,642cf6f6c7e4e7001be716bf,0.43599257884972176
2212,62720dcd1410b643ccc5eaf0,64a4439f929d03001b232c79,64c0fe1bad22410017686d80,0.6333333333333333
2219,62720dcd1410b643ccc5eaf0,64a4439f929d03001b232c79,64c0fe1cad22410017686dd4,0.5085034013605443
2226,62720dcd1410b643ccc5eaf0,64a4439f929d03001b232c79,64c0fe1cad22410017686dd5,0.733843537414966
2233,62720dcd1410b643ccc5eaf0,64eca95e15331c001857629b,65717d8b187602001bd26641,1.0
2240,62720dcd1410b643ccc5eaf0,659e78e5b1bc68001a7d2e9b,659e7ccc287ad900177e80d5,1.0
2247,6272117f6ea9037357d4559e,657d66a7d9dbf9001bbe2129,657d98d1d9dbf9001bbe215f,0.852084423512995
2254,6272117f6ea9037357d4559e,657d66a7d9dbf9001bbe2129,657d98d2d9dbf9001bbe2166,0.2857142857142857
2261,6272117f6ea9037357d4559e,657d66a7d9dbf9001bbe2129,657d98d2d9dbf9001bbe216b,0.3214285714285714
2268,6272117f6ea9037357d4559e,657d7144aa5e7f001b51ce2c,657d9e73fe9d76001b79e289,0.8380076272933417
2275,627655b12847414390c38539,627657c07c5ace40b0feb1f1,6487069e6cbc55001b8b25d8,1.0
2282,627655b12847414390c38539,627e298afb8ac9627e84dea4,64a7c7f2c1ee61001be26804,0.564378478664193
2289,627655b12847414390c38539,627e298afb8ac9627e84dea4,64a7c8ddc1ee61001be26807,0.48469387755102045
2296,628f0b429f179d6efab94aa1,63dfc8c9b647970011eebfa4,644f5eb2903ab400170493b2,0.42355212355212346
2303,628f0b429f179d6efab94aa1,63dfc8c9b647970011eebfa4,644f5eb2903ab400170493c1,0.5125381530911485
2310,628f0b429f179d6efab94aa1,63dfc8c9b647970011eebfa4,644f5eb3903ab400170493c5,0.5510204081632653
2317,628f0b429f179d6efab94aa1,647edb7b42050e001bbab8ab,6577e4b2a788f1001baf4036,1.0
2324,62ab274c37a09133c235e6b9,62ab2a166605027824071b2c,64f6c9bd8312fd001b55361d,0.2857142857142857
2331,62ab274c37a09133c235e6b9,62ab2a166605027824071b2c,64f6c9bd8312fd001b553620,0.7837301587301587
2338,62ab274c37a09133c235e6b9,62ab2a166605027824071b2c,64f6c9be8312fd001b553624,0.3095238095238094
2345,62ab274c37a09133c235e6b9,62ab2a166605027824071b2c,64f6c9be8312fd001b55362e,0.9285714285714286
2352,62ab274c37a09133c235e6b9,62ab2a166605027824071b2c,65116cab586472001ba64b67,0.4684848484848485
2359,62ab274c37a09133c235e6b9,62ab2dbbb18fea30cd6ef782,64f6d6ef094fec001bac049b,0.5714285714285714
2366,62ab274c37a09133c235e6b9,62ab2dbbb18fea30cd6ef782,64f6d6ef094fec001bac04ba,1.0
2373,62ab274c37a09133c235e6b9,62ab2dbbb18fea30cd6ef782,64f6d6ef094fec001bac04be,0.8571428571428572
2380,62ab274c37a09133c235e6b9,62ab2dbbb18fea30cd6ef782,64f6d6ef094fec001bac04cd,0.6745027124773961
2387,62ab274c37a09133c235e6b9,62ab2dbbb18fea30cd6ef782,64f6d6f0094fec001bac04f2,0.5627071341357055
2394,62ab274c37a09133c235e6b9,62ab2dbbb18fea30cd6ef782,64f6d6f0094fec001bac0520,0.37755102040816335
2401,62ab274c37a09133c235e6b9,62ab2dbbb18fea30cd6ef782,6501b94be763c600171589c8,1.0
2408,62ab274c37a09133c235e6b9,62ab2dbbb18fea30cd6ef782,6501b94be763c600171589c9,0.4257142857142858
2415,62ab274c37a09133c235e6b9,62ab2dbbb18fea30cd6ef782,6501b94be763c600171589cc,0.4285714285714286
2422,62ab274c37a09133c235e6b9,62ab2dbbb18fea30cd6ef782,6501b94be763c600171589cd,0.2857142857142857
2429,62ab274c37a09133c235e6b9,62bed49820c9436f96544a9c,65116bb562be9e001714dfa5,0.326530612244898
2436,62ab27fd5462b534a4d05ee9,62aec058d7b2730639cc244c,64f6cd3131517c001b27736a,0.34693877551020413
2443,62ab27fd5462b534a4d05ee9,62aec058d7b2730639cc244c,64f6cd3131517c001b277376,0.8571428571428572
2450,62ab27fd5462b534a4d05ee9,62aec058d7b2730639cc244c,64f6cd3131517c001b277382,0.2832512315270935
2457,62ab27fd5462b534a4d05ee9,62aec058d7b2730639cc244c,64f6cd3131517c001b27738f,0.5846442442737503
2464,62ab27fd5462b534a4d05ee9,62aec058d7b2730639cc244c,64f6cd3131517c001b27739b,0.5726190476190477
2471,62ab27fd5462b534a4d05ee9,62aec058d7b2730639cc244c,657153d9df6df0001bf78ebc,0.4317937701396348
2478,62ab27fd5462b534a4d05ee9,62aec058d7b2730639cc244c,657154185863b2001be4d6cd,0.6531385281385282
2485,62ab27fd5462b534a4d05ee9,62b5914e8fba6710f8dd259f,64f6ccb031517c001b2771bf,0.38095238095238104
2492,62ab27fd5462b534a4d05ee9,62b5914e8fba6710f8dd259f,64f6ccb031517c001b2771cc,0.7142857142857143
2499,62ab27fd5462b534a4d05ee9,62b5914e8fba6710f8dd259f,64f6ccb031517c001b2771cd,0.2857142857142857
2506,62ab27fd5462b534a4d05ee9,62b5914e8fba6710f8dd259f,64f6ccb031517c001b2771d3,0.5912144894255342
2513,62ab27fd5462b534a4d05ee9,62b5914e8fba6710f8dd259f,64f6ccb031517c001b277246,0.2857142857142857
2520,62ab27fd5462b534a4d05ee9,62b5914e8fba6710f8dd259f,64f6ccb031517c001b277248,0.4285714285714286
2527,62ab27fd5462b534a4d05ee9,62b5914e8fba6710f8dd259f,64f6ccb031517c001b27724d,0.4285714285714286
2534,62ab27fd5462b534a4d05ee9,62b5914e8fba6710f8dd259f,64f6ccb031517c001b277251,0.316017316017316
2541,62ab27fd5462b534a4d05ee9,62b5914e8fba6710f8dd259f,64f6ccb031517c001b277252,0.526530612244898
2548,62ab27fd5462b534a4d05ee9,637efd02fabee77ead89b68b,64f6d43e7b5ae2001b6d22c8,0.6769648932161725
2555,62ab27fd5462b534a4d05ee9,637efd02fabee77ead89b68b,64f6d43e7b5ae2001b6d22d8,0.6338899196042053
2562,62ab27fd5462b534a4d05ee9,637efd02fabee77ead89b68b,64f6d43e7b5ae2001b6d22d9,0.5714285714285714
2569,62ab27fd5462b534a4d05ee9,637efd02fabee77ead89b68b,64f6d43e7b5ae2001b6d22db,0.6190476190476191
2576,62ab27fd5462b534a4d05ee9,637efd02fabee77ead89b68b,64f6d43e7b5ae2001b6d22e7,0.28096410978184383
2583,62ab27fd5462b534a4d05ee9,637efd02fabee77ead89b68b,64f6d43e7b5ae2001b6d22e8,0.46805331670671246
2590,62ab27fd5462b534a4d05ee9,637efd02fabee77ead89b68b,64f6d43e7b5ae2001b6d22ea,0.5714285714285714
2597,62ab27fd5462b534a4d05ee9,637efd02fabee77ead89b68b,64f6d43e7b5ae2001b6d22eb,1.0
2604,62ab27fd5462b534a4d05ee9,637efd02fabee77ead89b68b,64f6d43e7b5ae2001b6d22f6,0.47619047619047616
2611,62ab27fd5462b534a4d05ee9,637efd02fabee77ead89b68b,64f6d43e7b5ae2001b6d22f7,0.6642857142857143
2618,62ab27fd5462b534a4d05ee9,637efd02fabee77ead89b68b,64f6d43e7b5ae2001b6d22fa,0.6484824699110413
2625,62ab27fd5462b534a4d05ee9,637efd02fabee77ead89b68b,64f6d43e7b5ae2001b6d2308,0.1785714285714286
2632,62ab27fd5462b534a4d05ee9,637efd02fabee77ead89b68b,64f6d4437b5ae2001b6d23c0,0.3537414965986395
2639,62ab27fd5462b534a4d05ee9,637efd02fabee77ead89b68b,64ff1f9eed8291001bfed939,0.633353254117689
2646,62ab27fd5462b534a4d05ee9,637efd02fabee77ead89b68b,65793dcb189f58001b4f211f,0.2857142857142857
2653,62ab27fd5462b534a4d05ee9,646b0cb7533c540016cee353,64f69c146bbeed001b00c8bd,0.2857142857142857
2660,62ab27fd5462b534a4d05ee9,646b0cb7533c540016cee353,64ff233a8ed398001b84dc15,0.6178597457667225
2667,62ab27fd5462b534a4d05ee9,6481d37d69e0ee001b932f4d,64ff22a297d3d9001799eccc,0.8571428571428572
2674,62ad73fdb3ece857aa492b60,62ad77d1da7471469bbb06f9,6491335a42773e0011b139a6,0.5831632653061225
2681,62ad73fdb3ece857aa492b60,62ad77d1da7471469bbb06f9,64913373d7ffb50011079889,0.5394578884185253
2688,62ad73fdb3ece857aa492b60,62ad784b838fe856dbfd52c0,62e8d0d290588f12dde35b41,0.9107142857142857
2695,62ad73fdb3ece857aa492b60,62ad79d6da7471469bbb06ff,62b2a86b637a43142e46c287,0.7509549274255156
2702,62ad73fdb3ece857aa492b60,62ad79d6da7471469bbb06ff,62b2ad86b2f6df16b50e4dbd,0.47619047619047616
2709,62bee89b9f0f3e1af0eb46d1,62c017914ef8f2679f8d7a8e,64be5ed9505f61001b721d5b,0.536766022198353
2716,62bee89b9f0f3e1af0eb46d1,62c017914ef8f2679f8d7a8e,64be5ed9505f61001b721d5f,0.4214285714285715
2723,62bee89b9f0f3e1af0eb46d1,62c017914ef8f2679f8d7a8e,64be5ed9505f61001b721d61,0.780391542581945
2730,62bee89b9f0f3e1af0eb46d1,62c017914ef8f2679f8d7a8e,64be5ed9505f61001b721d63,0.5833333333333334
2737,62bee89b9f0f3e1af0eb46d1,62c017914ef8f2679f8d7a8e,64be5ed9505f61001b721d68,0.3928571428571429
2744,62bee89b9f0f3e1af0eb46d1,62c0185c237424702d871c96,644cdd5ae29f13001b32f33f,0.5510204081632653
2751,62bee89b9f0f3e1af0eb46d1,62c0185c237424702d871c96,644cdd5ae29f13001b32f340,0.2857142857142857
2758,62bee89b9f0f3e1af0eb46d1,62c0185c237424702d871c96,644cdd5ae29f13001b32f345,0.5811224489795919
2765,62bee89b9f0f3e1af0eb46d1,62c0185c237424702d871c96,644cdd5ae29f13001b32f34f,0.4285714285714286
2772,62bee89b9f0f3e1af0eb46d1,62c0185c237424702d871c96,644cdd5ae29f13001b32f352,0.3095238095238094
2779,62bee89b9f0f3e1af0eb46d1,62c0185c237424702d871c96,644cdd5ae29f13001b32f354,0.7583333333333333
2786,62bee89b9f0f3e1af0eb46d1,62c0185c237424702d871c96,644cdd5ae29f13001b32f358,0.8119047619047619
2793,62bee89b9f0f3e1af0eb46d1,62c0185c237424702d871c96,644cdd5ae29f13001b32f35a,0.5201017003019227
2800,62bee89b9f0f3e1af0eb46d1,62c0185c237424702d871c96,644cdd5ae29f13001b32f35b,0.45578231292517013
2807,62bee89b9f0f3e1af0eb46d1,62c0185c237424702d871c96,644cdd5ae29f13001b32f35c,0.3877551020408163
2814,62bee89b9f0f3e1af0eb46d1,62c0185c237424702d871c96,644cdd5ae29f13001b32f35e,0.45238095238095233
2821,62bee89b9f0f3e1af0eb46d1,62c0185c237424702d871c96,644cdd5ae29f13001b32f35f,0.6428571428571428
2828,62bee89b9f0f3e1af0eb46d1,62c0185c237424702d871c96,644cdd5ae29f13001b32f364,0.8198412698412698
2835,62bee89b9f0f3e1af0eb46d1,62c0185c237424702d871c96,644cdd5ae29f13001b32f365,0.2857142857142857
2842,62bee89b9f0f3e1af0eb46d1,62c0185c237424702d871c96,644cdd5ae29f13001b32f369,0.2857142857142857
2849,62bee89b9f0f3e1af0eb46d1,62c0185c237424702d871c96,644cdd5ae29f13001b32f36a,0.3571428571428571
2856,62bee89b9f0f3e1af0eb46d1,62c0185c237424702d871c96,644cdd5ae29f13001b32f36b,0.3142857142857143
2863,62bee89b9f0f3e1af0eb46d1,62c0185c237424702d871c96,644cdd5ae29f13001b32f371,0.7142857142857143
2870,62bee89b9f0f3e1af0eb46d1,62c0185c237424702d871c96,64d093b9866e7c001ba6685c,0.2857142857142857
2877,62bee89b9f0f3e1af0eb46d1,64a4085a3cc38a001c2fcb80,65a932158b37190017bb5566,0.7660714285714285
2884,62bee89b9f0f3e1af0eb46d1,64a4085a3cc38a001c2fcb80,65a932168b37190017bb5570,0.9047619047619048
2891,62bee89b9f0f3e1af0eb46d1,64a4085a3cc38a001c2fcb80,65a932168b37190017bb5577,0.8178080742786625
2898,62bee89b9f0f3e1af0eb46d1,64a4085a3cc38a001c2fcb80,65a932168b37190017bb5579,0.6404761904761904
2905,62bee89b9f0f3e1af0eb46d1,64a4085a3cc38a001c2fcb80,65a932168b37190017bb557e,0.8119090101355548
2912,62bee89b9f0f3e1af0eb46d1,64a4085a3cc38a001c2fcb80,65a932168b37190017bb557f,0.8896103896103896
2919,62bee89b9f0f3e1af0eb46d1,64a4085a3cc38a001c2fcb80,65a932168b37190017bb5588,0.7638388688808857
2926,62bee89b9f0f3e1af0eb46d1,64a4085a3cc38a001c2fcb80,65a932168b37190017bb5589,0.5416666666666667
2933,62bee89b9f0f3e1af0eb46d1,64a4085a3cc38a001c2fcb80,65a932168b37190017bb5590,0.86806379302293
2940,62bee89b9f0f3e1af0eb46d1,64a4085a3cc38a001c2fcb80,65a932168b37190017bb5591,0.8485847485847486
2947,62bee89b9f0f3e1af0eb46d1,653a04ebc1ec7d001b5afee9,65b74ddecf187c001b58a2de,0.8238814756671899
2954,62bee89b9f0f3e1af0eb46d1,653a04ebc1ec7d001b5afee9,65b74ddecf187c001b58a2e6,0.6244588744588744
2961,62bee89b9f0f3e1af0eb46d1,65534b8c5306ac00179f64b9,655368e65306ac00179f64fc,0.2857142857142857
2968,62bee89b9f0f3e1af0eb46d1,65534b8c5306ac00179f64b9,655368e65306ac00179f650e,0.5170491273432449
2975,62bee89b9f0f3e1af0eb46d1,65534b8c5306ac00179f64b9,655368e65306ac00179f6517,0.7261904761904762
2982,62bee89b9f0f3e1af0eb46d1,65534b8c5306ac00179f64b9,655368e65306ac00179f6520,0.2857142857142857
2989,62bee89b9f0f3e1af0eb46d1,659e78e5b1bc68001a7d2e9b,659e7ccc287ad900177e80d5,1.0
2996,62bee89b9f0f3e1af0eb46d1,659e78e5b1bc68001a7d2e9b,65c1ac41a81c2b001b4af08f,1.0
3003,62c7d5cb2cd72441f4a03e28,65767c6fa788f1001baf3f4e,65768d7800b32d001740ea21,0.7216666666666667
3010,62c7d5cb2cd72441f4a03e28,65767c6fa788f1001baf3f4e,65768d7800b32d001740ea2c,0.6904761904761905
3017,62c7d5cb2cd72441f4a03e28,65767c6fa788f1001baf3f4e,65768d7800b32d001740ea32,0.43452380952380953
3024,62c7d5cb2cd72441f4a03e28,65767c6fa788f1001baf3f4e,65768d7800b32d001740ea39,0.6047619047619048
3031,62c7d5cb2cd72441f4a03e28,65767c6fa788f1001baf3f4e,65768d7800b32d001740ea3a,0.7259411338347919
3038,62c7d5cb2cd72441f4a03e28,65767c6fa788f1001baf3f4e,65768d7800b32d001740ea3e,0.3571428571428571
3045,62c7d6386e2f983780cd3c7f,65768000d41b77001b595343,65768ec99fa1ad001b9f4207,0.8394665702609475
3052,62c7d6386e2f983780cd3c7f,65768000d41b77001b595343,65768ec99fa1ad001b9f420b,0.7346938775510203
3059,62c7d6386e2f983780cd3c7f,65768000d41b77001b595343,65768ec99fa1ad001b9f420d,0.3842641223155929
3066,62c7d6386e2f983780cd3c7f,65768000d41b77001b595343,65768ec99fa1ad001b9f4211,0.49816849816849806
3073,62c7d6386e2f983780cd3c7f,65768000d41b77001b595343,65768ec99fa1ad001b9f4212,0.375
3080,62c7d6386e2f983780cd3c7f,65768000d41b77001b595343,65768ec99fa1ad001b9f421b,0.38979591836734695
3087,62c7d6386e2f983780cd3c7f,65768000d41b77001b595343,65768ec99fa1ad001b9f4221,0.4285714285714286
3094,630ca555edc24358e0916c09,630ca761803cf10532ab76fa,64bcf54f273f7d001b2d2f2f,0.33333333333333337
3101,630ca555edc24358e0916c09,630ca761803cf10532ab76fa,64d1c1a0a02446001b40201e,0.48164528969482523
3108,63245d4de5aff648ca6109f0,65ab6c5b9b47db0017411ea2,65ab89458d7d8f001be0274f,0.7399092970521541
3115,63245d4de5aff648ca6109f0,65ab6c5b9b47db0017411ea2,65ab89468d7d8f001be02754,0.5260721505583366
3122,63245d4de5aff648ca6109f0,65ab6c5b9b47db0017411ea2,65ab89468d7d8f001be02762,0.7510587724093186
3129,63245d4de5aff648ca6109f0,65ab6c5b9b47db0017411ea2,65ab89468d7d8f001be02763,0.7224446188731903
3136,63245d4de5aff648ca6109f0,65ab6c5b9b47db0017411ea2,65ab89468d7d8f001be02796,0.6047471620227038
3143,63245e835129027dc5432fb2,633d458c83f3a4269d73fb0b,6437c2c268bce9001bb15e26,0.6928571428571428
3150,63245e835129027dc5432fb2,633d458c83f3a4269d73fb0b,6437c2c268bce9001bb15e27,0.4965986394557823
3157,63245e835129027dc5432fb2,633d458c83f3a4269d73fb0b,6437c2c268bce9001bb15e2a,0.723917926466982
3164,632c1fde5734894c6b85b626,63fec438025a6c001b98eb1c,63fee3ef025a6c001b98ebfc,0.43673469387755104
3171,632c1fde5734894c6b85b626,63fec438025a6c001b98eb1c,63fee3ef025a6c001b98ebfd,0.5795918367346938
3178,632c1fde5734894c6b85b626,63fec438025a6c001b98eb1c,63fee3ef025a6c001b98ec03,0.6040816326530613
3185,632c1fde5734894c6b85b626,63fec438025a6c001b98eb1c,63fee3ef025a6c001b98ec05,0.5011904761904762
3192,632c1fde5734894c6b85b626,63fec438025a6c001b98eb1c,63fee3ef025a6c001b98ec06,0.6377936599741111
3199,632c1fde5734894c6b85b626,63fec438025a6c001b98eb1c,63fee3ef025a6c001b98ec0c,0.4714285714285714
3206,632c1fde5734894c6b85b626,63fec438025a6c001b98eb1c,63fee3ef025a6c001b98ec0d,0.6547619047619048
3213,632c1fde5734894c6b85b626,63fec438025a6c001b98eb1c,63fee3ef025a6c001b98ec0e,0.5768206948331172
3220,632c1fde5734894c6b85b626,63fec438025a6c001b98eb1c,63fee3ef025a6c001b98ec0f,0.592517006802721
3227,632c1fde5734894c6b85b626,63fec438025a6c001b98eb1c,63fee3ef025a6c001b98ec15,0.3392857142857143
3234,632c1fde5734894c6b85b626,63fec438025a6c001b98eb1c,63fee3ef025a6c001b98ec17,0.5952380952380953
3241,632c1fde5734894c6b85b626,63fec438025a6c001b98eb1c,63fee3ef025a6c001b98ec1f,0.3928571428571429
3248,632c1fde5734894c6b85b626,655f085f57836300176b0221,65605617856d50001b8cb72c,0.3441558441558442
3255,632c1fde5734894c6b85b626,655f085f57836300176b0221,65605617856d50001b8cb72d,0.6936507936507936
3262,632c1fde5734894c6b85b626,655f085f57836300176b0221,65605617856d50001b8cb72e,0.5571428571428572
3269,632c1fde5734894c6b85b626,655f085f57836300176b0221,65605617856d50001b8cb73f,0.32738095238095233
3276,632c1fde5734894c6b85b626,655f085f57836300176b0221,65605617856d50001b8cb757,0.6815115037930698
3283,632c1fde5734894c6b85b626,655f085f57836300176b0221,65605617856d50001b8cb75d,0.2857142857142857
3290,632c1fde5734894c6b85b626,655f085f57836300176b0221,65605617856d50001b8cb769,0.40476190476190477
